27 Iun. 2024	0.2542	-0.0024	-0.94 %
26 Iun. 2024	0.2566	-0.0011	-0.43 %
25 Iun. 2024	0.2577	+0.0036	1.42 %
21 Iun. 2024	0.2541	+0.0017	0.67 %
20 Iun. 2024	0.2524	+0.0005	0.2 %
19 Iun. 2024	0.2519	+0.0004	0.16 %
18 Iun. 2024	0.2515	+0.0002	0.08 %
17 Iun. 2024	0.2513	+0.0010	0.4 %
14 Iun. 2024	0.2503	+0.0044	1.79 %
13 Iun. 2024	0.2459	-0.0022	-0.89 %
12 Iun. 2024	0.2481	-0.0030	-1.19 %
11 Iun. 2024	0.2511	+0.0007	0.28 %
10 Iun. 2024	0.2504	-0.0052	-2.03 %
7 Iun. 2024	0.2556	-0.0062	-2.37 %
6 Iun. 2024	0.2618	+0.0021	0.81 %
5 Iun. 2024	0.2597	+0.0037	1.45 %
4 Iun. 2024	0.2560	-0.0083	-3.14 %
3 Iun. 2024	0.2643	-0.0055	-2.04 %
31 Mai 2024	0.2698	-0.0001	-0.04 %
30 Mai 2024	0.2699	-0.0037	-1.35 %
29 Mai 2024	0.2736	-0.0007	-0.26 %
28 Mai 2024	0.2743	-0.0003	-0.11 %
27 Mai 2024	0.2746	-0.0006	-0.22 %
24 Mai 2024	0.2752	-0.0005	-0.18 %
23 Mai 2024	0.2757	-0.0007	-0.25 %
22 Mai 2024	0.2764	-0.0002	-0.07 %
21 Mai 2024	0.2766	+0.0007	0.25 %
20 Mai 2024	0.2759	+0.0008	0.29 %
17 Mai 2024	0.2751	+0.0013	0.47 %
16 Mai 2024	0.2738	+0.0009	0.33 %
15 Mai 2024	0.2729	-0.0021	-0.76 %
14 Mai 2024	0.2750	-0.0008	-0.29 %
13 Mai 2024	0.2758	+0.0003	0.11 %
10 Mai 2024	0.2755	+0.0021	0.77 %
9 Mai 2024	0.2734	-0.0005	-0.18 %
8 Mai 2024	0.2739	-0.0003	-0.11 %
7 Mai 2024	0.2742	-0.0001	-0.04 %
2 Mai 2024	0.2743	+0.0014	0.51 %
30 Apr. 2024	0.2729	+0.0017	0.63 %
29 Apr. 2024	0.2712	+0.0026	0.97 %
26 Apr. 2024	0.2686	-0.0037	-1.36 %
25 Apr. 2024	0.2723	-0.0021	-0.77 %
24 Apr. 2024	0.2744	+0.0016	0.59 %
23 Apr. 2024	0.2728	-0.0012	-0.44 %
22 Apr. 2024	0.2740	+0.0036	1.33 %
19 Apr. 2024	0.2704	-0.0046	-1.67 %
